JudgementNo,CropID,JudgementYear,JudgementRegionID,ApplyCompany,IsTransgenosis,VarietySource,VarietyCharacter,OutputExpression,PlantRequirment,JudgementSuggestion
豫审麦20220102,小麦,2022,河南省,河南三农种业有限公司,否,偃展4110/周麦18,半冬性品种，全生育期223.0～231.1天，平均熟期比对照品种百农207早熟0.7天。幼苗半匍匐，叶色浅绿，苗势壮，分蘖力较强，成穗率较高。春季起身拔节较迟，两极分化快。株高78.9～85.2厘米，株型稍松散，抗倒性中等。旗叶大，穗下节较长，穗层较整齐，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数37.7～56.5万，穗粒数32.9～35.3粒，千粒重49.0～52.0克。抗病鉴定：中抗条锈病，中感叶锈病、纹枯病和白粉病，高感赤霉病。品质结果：2019年、2020年检测，蛋白质含量13.6%、12.9%，容重803克/升、795克/升，湿面筋含量27.6%、28.4%，吸水量63.3毫升/100克、57.9毫升/100克，稳定时间3.0分钟、2.7分钟，拉伸面积28平方厘米、30平方厘米，最大拉伸阻力149EU、156EU。,2018～2019年度河南炎黄小麦新品种测试联合体冬水组区试，增产点率85.7%，平均亩产589.1公斤，比对照品种百农207增产6.7%；2019～2020年度续试，12增产点率83.3%，平均亩产542.0公斤，比对照品种百农207增产4.2%；2020～2021年度生产试验，增产点率76.9%，平均亩产538.0公斤，比对照品种百农207增产3.0%。,适宜播种期10月上中旬，每亩适宜基本苗18～23万。注意防治蚜虫、赤霉病、叶锈病、纹枯病和白粉病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦20220082,小麦,2022,河南省,河南省金博农种业有限公司,否,08（77）-1/周91177,半冬性品种，全生育期226.1～233.4天，平均熟期比对照品种百农207晚熟0.1天。幼苗半匍匐，叶色深绿，苗势壮，分蘖力较强，成穗率高。春季起身拔节略慢，两极分化快，抽穗早，耐倒春寒能力一般。株高81.0～84.8厘米，株型稍松散，抗倒性一般。旗叶上冲，熟相好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数37.2～38.9万，穗粒数33.7～35.0粒，千粒重45.5～49.3克。抗病鉴定：中感条锈病、叶锈病、纹枯病和白粉病，高感赤霉病。品质结果：2019年、2020年检测，蛋白质含量13.7%、14.5%，容重800克/升、811克/升，湿面筋含量27.0%、30.5%，吸水量53.8毫升/100克、55.6毫升/100克，稳定时间1.6分钟、2.9分钟，拉伸面积16平方厘米、38平方厘米，最大拉伸阻力87EU、199EU。,2018～2019年度河南中洲小麦新品种试验联合体冬水组区试，增产点率69.2%，平均亩产588.3公斤，比对照品种百农207增产2.7%；2019～2020年度续试，增产点率75.0%，平均亩产559.4公斤，比对照品种百农207增产4.4%；2020～2021年度生产试验，增产点率92.3%，平均亩产554.7公斤，比对照品种百农207增产4.8%。,适宜播种期10月上中旬，每亩适宜基本苗18～22万。注意防治蚜虫、赤霉病、条锈病、叶锈病、纹枯病和白粉病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦20180027,小麦,2018,河南省,河南平安种业有限公司、项城市农业科学研究所,否,04中70/周麦16,"半冬性品种，全生育期230～232天，平均比对照品种周麦18早熟1天。幼苗半匍匐，苗期叶片窄、长，叶色浅绿，分蘖力一般。春季起身拔节早，两极分化快，苗脚利索，抽穗早，耐倒春寒能力一般。株高76.2～82.5厘米，株型偏紧凑，茎秆弹性一般，抗倒性中等。旗叶较大、上冲，穗下节长，穗层较整齐。根系活力较强，耐后期高温，熟相好。穗纺锤形、较大,小穗排列较稀，籽粒半角质，饱满度较好。亩穗数37.4～40.5万，穗粒数34.8～38.4粒，千粒重42.0～45.0克。抗病鉴定：中感条锈病和白粉病, 高感叶锈病、纹枯病和赤霉病。品质结果：2016年检测，蛋白质含量12.37%，容重768克/升，湿面筋含量27.6%，降落数值307秒，沉淀指数48毫升，吸水量58.7毫升/100克，形成时间3.4分钟，稳定时间4.3分钟，弱化度117FU，出粉率72.8%，硬度68HI，延伸性154毫米，最大拉伸阻力179EU，拉伸面积40平方厘米；2017年检测，蛋白质含量14.8%，容重782克/升，湿面筋含量27.8%，降落数值438秒，沉淀指数62毫升，吸水量58.1毫升/100克, 形成时间4.0分钟，稳定时间5.2分钟，弱化度110FU，出粉率67.1%，硬度72HI, 延伸性130毫米，最大拉伸阻力141EU，拉伸面积26平方厘米。","2015～2016年度参加河南省小麦冬水组区域试验，增产点率91.7%，平均亩产545.6千克，比对照增产7.0%；2016～2017年度续试，增产点率84.6%，平均亩产534.0千克, 比对照增产4.7%；2016～2017年度生产试验，增产点率100%，平均亩产553.0千克，比对照增产7.0%。",适宜播种期10月上中旬，每亩适宜基本苗14～20万。注意防治蚜虫、条锈病、叶锈病、白粉病、赤霉病和纹枯病等病虫害，注意控制株高。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦2015010,小麦,2015,河南省,河南平安种业有限公司,否,濮麦9号/开麦28//濮麦9号,特征特性：属半冬性中晚熟品种，全生育期230.5～233.4天。幼苗半匍匐，叶片宽短，叶色浓绿；冬季抗寒能力强，分蘖力较强，春季起身略晚，两极分化快，抗倒春寒能力较弱；株型较紧凑，旗叶小、平展，株高74.3～80.1cm，茎、杆、穗部有蜡质，茎秆弹性一般，抗倒性较弱；纺锤型穗，长芒，白壳，白粒，籽粒角质；耐后期高温，熟相一般。产量构成三要素：亩成穗数43.4～45.0万，穗粒数34.1～35.6粒，千粒重39.1～42.7g。rn抗病鉴定：2013～2014年连续两年河南省农业科学院植物保护研究所抗病鉴定：中抗条锈病，中感叶锈病，中感白粉病，中感纹枯病，高感赤霉病。rn品质分析：2013年农业部农产品质量监督检验测试中心(郑州)检测：蛋白质14.54%，湿面筋31.0%，容重783g/L，白度74.2%，沉淀指数60mL，硬度65HI，降落数值432s，吸水量58.7mL/100g，形成时间2.3min，稳定时间1.9min，弱化度123.0 F.U.，出粉率72.3%；2014年检测，蛋白质14.53%，湿面筋28.5%，容重778g/L，白度71.9%，沉淀指数61mL，硬度62HI，降落数值447s，吸水量61.2mL/100g，形成时间2.2min，稳定时间1.9min，弱化度167 F.U.，出粉率70.9%。rn,2012～2013年度河南省冬水A组区域试验，13点汇总，13点增产，增产点率100%，平均亩产519.3kg，比对照品种周麦18增产5.0%，极显著，居15个参试品种第3位；2013～2014年度河南省冬水C组区域试验，12点汇总，10点增产，2点减产，增产点率83.3%，平均亩产584.3kg，比对照品种周麦18增产3.5%，显著，居15个参试品种第5位。2014～2015年度河南省冬水B组生产试验，14点汇总，14点增产，平均亩产558.0kg，比对照品种周麦18增产8.2%，居8个参试品种第1位。,1、播期和播量：播期为10月5～20日，最佳播期10月7～12日，高肥水亩播量控制在7～9kg，中低肥力播量控制在8～10kg，晚播适当加大播量。rn2、田间管理：精细整地，施足底肥，增施有机肥，一般亩施肥量，纯氮12～14kg，五氧化二磷7.5kg，氧化钾7.5kg，以70%氮肥和全部磷钾肥作底肥，根据土壤墒情浇好底墒水。拔节后，每亩追施尿素5～10kg，结合化学除草进行化控，以降低株高，同时进行纹枯病的防治。灌浆期喷施磷酸二氢钾，后期及时防虫治病。rn,该品种符合河南省小麦品种审定标准，通过审定。
豫审麦2006003,小麦,2006,河南省,河南平安种业有限公司,否,(兰考8679×豫麦18)F1/祥8820,"半冬性多穗型中熟品种,全生育期217天,与对照豫麦49相当。幼苗半直立,苗期长势壮,抗寒性好;分蘖力强,抽穗较早,亩成穗数较多;株型略松散,株高83cm,抗倒性一般;旗叶上举,后期有干尖,成熟落黄好;穗纺锤型,白粒,半角质,黑胚率低。成产三要素为:亩穗数46万左右,每穗粒数35粒左右,千粒重42g左右。","2003-2004年度省高密度组区试,8点汇总,7点增产,1点减产,平均亩产599.8kg,较对照豫麦49增产3.66%,不显著,居13个参试品种第1位;2004-2005年度省高密度组区试,7点汇总,7点增产,平均亩产507.4kg,较对照豫麦49增产6.87%,不显著,居11个参试品种第2位。2005-2006年度省高肥冬水Ⅰ组生试,9点汇总,9点增产,平均亩产487.4kg,比对照豫麦49增产7.6%,居7个参试品种第2位。","1.播期和播量:10月5-25日均可播种,最佳播期10月15日左右;高肥力地块亩播量6-8kg,中低肥力可适当增加播量,如延期播种,以每推迟两天增加0.5kg为宜。2.田间管理:施足底肥,注意有机肥和无机肥相结合;一般亩施氮12kg、磷7.5kg、钾7.5kg;两极分化中后期视苗情结合浇水追肥;纹枯病防治在11月下旬和返青期进行,“一喷三防”在扬花初期和5月上旬进行;小麦灌浆期叶面喷施磷酸二氢钾,后期结合天气情况及时防治白粉病。",
豫审麦2006014,小麦,2006,河南省,南阳市农业科学研究所,否,莱州953×温2540,"弱春性大穗型中早熟品种,生育期218天,与对照豫麦18熟期相当。幼苗半匍匐,生长势强,苗期冻害轻;春季起身拔节快,抽穗较早;分蘖力适中,分蘖成穗率高,亩成穗数相对较多;株型紧凑,叶宽大,长相清秀,株高80cm,茎秆弹性好,抗倒性好;穗长方型,大穗,穗粒数较多;成熟早,落黄好;籽粒角质,黑胚率低,商品性好。成产三要素为:亩穗数38万左右,穗粒数38粒左右,千粒重41g左右。","2003-2004年度省高肥春水Ⅱ组区试,10点汇总,6点增产,4点减产,平均亩产548.0kg,比对照豫麦18增产3.24%,不显著,居12个参试品种第8位;2004-2005年度省高肥春水Ⅱ组区试,7点汇总,7点增产,平均亩产468.4kg,比对照豫麦18增产6.33%,达极显著水平,居14个参试品种第3位。2005-2006年度省高肥春水Ⅰ组生试,8点汇总,8点增产,平均亩产465.7kg,比对照豫麦18增产6.5%,居5个参试品种第1位。","1.播期和播量:适宜播期10月10-30日,最佳播期10月15日左右;高肥力地块亩播量7-10kg,中低肥力地块可适当增加播量,如延期播种,每延后2天播量增加0.5kg。2.田间管理:施足底肥,注意有机肥与无机肥的合理搭配,一般亩施纯氮12kg、磷7.5kg、钾7.5kg;追肥宜在拔节期或孕穗期进行;浇好拔节水、灌浆水;后期搞好“一喷三防”,注意防治白粉病和赤霉病;叶面喷施磷酸二氢钾增加粒重。",
豫审麦2008012,小麦,2008,河南省,驻马店市农业科学研究所、河南省豫安小麦研究所,否,漯麦4号//990111/WS89-5422,"属弱春性中早熟品种,全生育期219天,与对照偃展4110熟期相同。幼苗直立,苗势壮,耐寒性好,分蘖力强,成穗数一般;春季起身拔节慢,抽穗晚;株高80cm,抗倒性一般;株型略松散,旗叶平展,根系活力强,耐后期高温,成熟落黄好;长方型穗,小穗排列密,穗层较齐;白粒、半角质,较饱满,黑胚率偏高。平均亩成穗数34.7万,穗粒数36.3粒,千粒重46.5g。",,"1、播期和播量:适播期10月10-25日,最佳播期在10月12-15日左右;每亩播种量7.0-7.5kg,中低肥力地块可适当增加播量。2、田间管理:亩施纯氮11kg,五氧化二磷9kg,氧化钾8kg作底肥;拔节末期亩追施纯氮4kg,可促进有效穗数;灌浆期亩施磷酸二氢钾200g、尿素1000g兑水50kg进行叶面喷施。",
豫审麦2011020,小麦,2011,河南省,河南平安种业有限公司,否,豫麦2号/周麦13号rn,半冬性多穗型中晚熟品种，平均生育期230.9天，比对照品种周麦18号早熟0.7天。幼苗半匍匐，苗期叶偏长，色浓绿，长势较好，冬季抗寒性一般，分蘖力强，成穗率一般；春季返青起身慢，抽穗偏晚；成株期株型略松散，旗叶宽短上冲，穗下节长，下部叶片偏小，株行间通风透光性好，平均株高73.6-85.2cm，茎秆弹性好，较抗倒伏；纺锤形穗，短芒，穗码密，受倒春寒影响穗上部有缺粒现象；籽粒半角质，大小均匀，饱满度较好，黑胚率高。2009、2010年度产量构成三要素：亩穗数40.9/40.9万，穗粒数33.3/31.9粒，千粒重41.3/46.7g。抗病鉴定：2010年经河南省农科院植保所成株期综合抗病性鉴定和接种试验：中抗条锈病、叶枯病和叶锈病，中感白粉病和纹枯病。品质分析：2009、2010年经农业部农产品质量监督检验测试中心（郑州）测试：蛋白质（干基）13.42/13.77%，容重776/805g/l，湿面筋24.2/24.8%，降落数值309/311s，吸水量51.6/52.4mL/100g，面团形成时间2.4/2.2min，稳定时间2.1/2.2min，弱化度130/133F.U.，沉淀值44.5/43.2ml，硬度51/46HI，出粉率69.9/70.7%。rn,2008-2009年度参加省冬水Ⅱ组区试，13点汇总，9点增产，4点减产，平均亩产507.0kg，与对照品种周麦18号平产；2009～2010年度参加省冬水Ⅲ组区试，9点汇总，9点增产，平均亩产534.0kg，比对照品种周麦18号增产3.40%，不显著。2010-2011年度参加省冬水1组生产试验，10点汇总，10点增产，平均亩产572.2kg，比对照品种周麦18号增产6.5%。rn,（1）播期和播量：10月5-25日播种，最佳播期10月7-15日；高肥力地块亩播量6-8kg，中低肥力8-10kg，如延期播种，以每推迟2天增加0.5kg播量为宜。（2）田间管理：苗期在苗齐、苗匀的基础上，疏密移稀；浇好越冬水、拔节孕穗期和灌浆水，拔节孕穗期（4月初）结合浇孕穗水亩追施尿素10-15kg，以争取更多的粒数；4月下旬和5月中旬及时用粉锈宁、氯氰菊酯、吡虫啉防治白粉病和叶锈病及蚜虫。 rn,
豫审麦20220084,小麦,2022,河南省,河南平安种业有限公司,否,平安9号/周麦22号,半冬性品种，全生育期225.8～232.7天，平均熟期比对照品种百农207早熟0.4天。幼苗半匍匐，叶色深绿，苗势壮，分蘖力较强，成穗率中等。春季起身拔节早，两极分化快，耐倒春寒能力中等。株高78.6～83.6厘米，株型略松散，抗倒性较好。旗叶大，穗下节长，穗层较整齐，熟相好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数39.9～40.8万，穗粒数32.3～34.0粒，千粒重47.4～49.9克。抗病鉴定：中抗条锈病，中感白粉病和纹枯病，高感叶锈病和赤霉病。品质结果：2019年、2020年检测，蛋白质含量13.6%、14.4%，容重778克/升、798克/升，湿面筋含量27.1%、31.0%，吸水量52.7毫升/100克、55.1毫升/100克，稳定时间1.9分钟、3.2分钟，拉伸面积30平方厘米、37平方厘米，最大拉伸阻力149EU、181EU。,2018～2019年度河南中洲小麦新品种试验联合体冬水组区试，增产点率92.3%，平均亩产618.6公斤，比对照品种百农207增产8.0%；2019～2020年度续试，增产点率91.7%，平均亩产578.7公斤，比对照品种百农207增产8.0%；2020～2021年度生产试验，增产点率100.0%，平均亩产569.1公斤，比对照品种百农207增产7.5%。,适宜播种期10月上中旬，每亩适宜基本苗18～22万。注意防治蚜虫、叶锈病、赤霉病、白粉病和纹枯病等病虫害，预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦2014005,小麦,2014,河南省,河南平安种业有限公司,否,豫麦59号/豫麦21号//郑麦91138/豫麦49号rn,属半冬性多穗型晚熟品种，全生育期228.3-233.5天。幼苗半直立，叶色深绿，叶片宽长，冬季抗寒性一般，分蘖力一般，成穗率高；春季起身拔节快，两极分化快；成株期株型稍松散，蜡质层厚，旗叶较小，上冲，株高80-81.2cm，茎秆弹性一般，不抗倒伏；穗纺锤型，长芒，白粒，半角质，饱满度好，黑胚率较高。产量构成三要素：亩穗数39.2-43.9万，穗粒数30.9-32.5粒，千粒重47.1-49.9g。2011-2013年河南省农业科学院植保所接种鉴定：中感条锈病、叶锈病、白粉病和纹枯病，高感赤霉病。2011年经农业部农产品质量监督检验测试中心（郑州）检测：蛋白质含量14.67%，容重792g/L，湿面筋含量34.5%，降落数值380s，沉淀值49.8mL，吸水量56.4mL/100g，形成时间2.7min，稳定时间3.0min，弱化度145F.U，硬度52hL，出粉率70.6%。2012年经农业部农产品质量监督检验测试中心（郑州）检测：蛋白质含量15.22%，容重791g/L，湿面筋含量31.1%，降落数值378s，沉淀值62mL，吸水量56.8mL/100g，形成时间4.0min，稳定时间3.1min，弱化度135F.U，硬度51hL，出粉率68.8%。rn,2010-2011年度河南省冬水IV组区域试验，12点汇总，10点增产，2点减产，增产点率83.3%，平均亩产564.3kg，比对照周麦18号增产2.8%，不显著，居15个参试品种第1位；2011-2012年度河南省冬水Ⅲ组区域试验，7点汇总，6点增产，增产点率85.7%，平均亩产471.2kg，比对照周麦18号增产2.0%，不显著，居15个参试品种第4位。2012-2013年度河南省冬水B组生产试验，13点汇总，13点增产，平均亩产496.5kg，比对照周麦18号增产5.9%，居7个参试品种第1位。rn,(1)播期和播量：适宜播期为10月7-20日，亩播量8-10kg，晚播适当加大播量。(2)田间管理:①精细整地，施足底肥，多施有机肥，以70%氮肥和全部磷钾肥作底肥，根据土壤墒情浇好底墒水；②苗期在苗齐、苗匀的基础上，疏密移稀；③浇好越冬水、拔节孕穗期和灌浆水，拔节孕穗期结合浇孕穗水亩追施尿素10-15kg，以争取更多的粒数。(3)病虫害防治:抽穗后用粉锈宁、多菌灵、氯氰菊酯、吡虫啉防治病虫害。,
豫审麦2011031,小麦,2011,河南省,平顶山市农业科学院 ，北京市中农良种有限责任公司,否,西农278×平麦999rn,半冬性中早熟旱地品种，平均全生育期230.4天，比对照品种洛旱2号早熟1天。幼苗半匍匐，生长健壮，叶片小、叶色浓绿，分蘖力中等，抗寒性一般，两极分化快，抽穗较晚，成穗率较高；成株期株型紧凑，叶片上冲卷曲，茎秆蜡质，株高59-79.7cm，抗倒性好；纺锤型穗，长芒，穗层整齐，后期灌浆快，落黄一般；白粒，粉质，较饱满；受倒春寒影响有不孕小穗现象。2009、2010年度产量构成三要素：亩穗数32.9/32.0万，穗粒数28.1/30.4粒，千粒重39.5/42.3g。抗旱鉴定：2008-2009年度全生育期抗旱鉴定：抗旱指数为0.9107，抗旱级别为3级，抗旱性中等；2009-2010年度全生育期抗旱鉴定：抗旱指数为0.859，抗旱级别为4级，抗旱性较差。抗病鉴定：2010年经河南省农科院植保所成株期综合抗病性鉴定和接种试验：中抗叶锈病，叶枯病；中感白粉病、条锈病、纹枯病。  品质分析：2009、2010年经农业部农产品质量监督检验测试中心（郑州）测试：蛋白质（干基）15.38/15.05%，容重796/808g/l ，湿面筋34.6/29.2%，吸水量52.3/53.9 mL/100g，面团形成时间2.4/5.2min，稳定时间2.6/7.3min，弱化度122/65F.U.，沉淀值59.8/68.2ml，硬度49/44HI，出粉率71.1/66.7%。rn,2008-2009年度参加省旱地组区试，9点汇总，6点增产，3点减产，平均亩产321.33kg，比对照品种洛旱2号增产5.34%，不显著；2009-2010年度续试，8点汇总，7点增产，1点减产，平均亩产365.26kg，比对照品种洛旱2号增产5.94%，不显著。2010～2011年度参加省旱地组生产试验，7点汇总，7点增产，平均亩产291.0kg，比对照洛旱2号增产7.5%。rn,（1）播期和播量：10月5-20日播种，最佳播期10月10-15日；旱肥地亩播量8-10kg，中等肥力地10-12kg，旱薄地适当增加播量，如延期播种，以每推迟3天增加1kg播量为宜。（2）田间管理：一般亩施肥尿素25kg，磷酸二铵25kg，硫酸钾15kg，或三元素复合肥（15:15:15）50kg；拔节前，亩追施尿素8-10kg并及时中耕和田间化学除草，同时进行病虫害防治。rn,
豫审麦20180044,小麦,2018,河南省,平顶山市农业科学院,否,周麦16/平麦02-16,"半冬性品种，全生育期230～233天，平均与对照品种洛旱7号熟期相当。幼苗半匍匐，苗期叶色浓绿，叶片较宽, 分蘖力强，冬季抗寒性好。春季起身拔节早。株高74.5～82.1厘米，株型较紧凑，抗倒性较好。旗叶上举，穗层整齐，熟相好。穗长方形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数33.7～37.0万，穗粒数33.7～35.5粒，千粒重40.4～45.2克。抗旱性鉴定：抗旱级别4级，抗旱性较弱。抗病鉴定：中抗纹枯病，中感条锈病、叶锈病和白粉病，高感赤霉病。品质结果：2015年检测，蛋白质含量13.81%，容重820克/升，湿面筋含量26.0%，降落数值376秒，沉淀指数63毫升，吸水量56.6毫升/100克，形成时间2.8分钟，稳定时间4.3分钟，弱化度95FU，出粉率69.3%，硬度49HI；2016年检测，蛋白质含量14.42%，容重791克/升，湿面筋含量31.8%，降落数值403秒，沉淀指数63毫升，吸水量53.3毫升/100克，形成时间1.7分钟，稳定时间4.4分钟，弱化度74FU，出粉率69.1%，硬度47HI，延伸性160毫米，最大拉伸阻力254EU，拉伸面积58平方厘米。",2014～2015年度参加河南省小麦旱地组区域试验，增产点率90.9%，平均亩产432.2千克，比对照增产7.4%；2015～2016年度续试，增产点率100%，平均亩产403.6千克，比对照增产4.1%；2016～2017年度生产试验，增产点率77.8%，平均亩产401.3千克，比对照增产3.3%。,适宜播种期10月上中旬，每亩适宜基本苗15～20万。注意防治蚜虫、条锈病、叶锈病、白粉病和赤霉病等病虫害。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省丘陵及旱肥地麦区种植。
豫审麦20210094,小麦,2021,河南省,平顶山市农业科学院,否,中育01089/豫农040-3,半冬性品种，全生育期215.7～231.7天，平均熟期比对照品种周麦18早熟0.1天。幼苗半直立，苗势一般，叶色浅绿，冬季抗寒性较好。春季前期发育慢，两极分化快，抽穗较早，分蘖力中等，成穗率中等。株高74.1～81.4厘米，株型松紧适中，抗倒性较好。旗叶宽大、上冲，茎鞘蜡质重，熟相较好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数36.5～38.8万，穗粒数30.6～34.7粒，千粒重42.3～48.6克。抗病鉴定：中抗条锈病，中感叶锈病、白粉病、纹枯病和赤霉病。品质结果：2018年、2019年检测，蛋白质含量14.5%、13.28%，容重802克/升、818克/升，湿面筋含量27.6%、29.7%，吸水量57.9毫升/100克、59.5毫升/100克，稳定时间3.0分钟、2.2分钟，拉伸面积36平方厘米、21平方厘米，最大拉伸阻力147EU、102EU。,2017～2018年度河南省豫农源小麦品种试验联合体冬水组区试，11点汇总，增产点率63.6%，平均亩产428.5公斤，比对照品种周麦18增产1.8%；2018～2019年度续试，11点汇总，增产点率81.8%，平均亩产586.9公斤，比对照品种周麦18增产6.0%；2019～2020年度生产试验，14点汇总，增产点率100.0%，平均亩产550.6公斤，比对照品种周麦18增产5.7%。,适宜播种期10月上中旬，每亩适宜基本苗15～20万。注意防治蚜虫、叶锈病、白粉病、纹枯病和赤霉病等病虫害，预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦20220071,小麦,2022,河南省,河南省金马种业有限公司,否,济南20/周麦18,半冬性品种，全生育期218.7～228.8天，平均熟期比对照品种周麦18早熟0.2天。幼苗半匍匐，叶色深绿，苗势壮，分蘖力一般。两极分化较快。株高78.9～81.0厘米，株型较松散，抗倒性一般。旗叶上冲，穗下节较长，熟相好。穗纺锤形，长芒、白壳、白粒，籽粒半角质，饱满度较好。亩穗数33.8～37.4万，穗粒数34～38.3粒，千粒重44.2～50.8克。抗病鉴定：中抗叶锈病，中感条锈病、白粉病和纹枯病，高感赤霉病。品质结果：2018年、2020年检测，蛋白质含量13.5%、15.6%，容重764克/升、796克/升，湿面筋含量28.2%、36.0%，吸水量54.4毫升/100克、59.3毫升/100克，稳定时间2.7分钟、2.8分钟，拉伸面积38平方厘米、38平方厘米，最大拉伸阻力143EU、174EU。,2017～2018年度河南省黄淮小麦品种试验联合体冬水组区试，增产点率100.0%，平均亩产435.8公斤，比对照品种周麦18增产6.3%；2018～2019年度续试，增产点率100.0%，平均亩产602.4公斤，比对照品种周麦18增产6.3%；2018～2019年度生产试验，增产点率100.0%，平均亩产583.9公斤，比对照品种周麦18增产6.6%。,适宜播种期10月上中旬，每亩适宜基本苗16～20万。注意防治蚜虫、赤霉病、条锈病、纹枯病和白粉病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦2008008,小麦,2008,河南省,平顶山市农业科学院,否,陕225/周麦9号,"属半冬性中熟品种,全生育期228天,比对照豫麦49晚熟1天。幼苗半匍匐,苗势强壮,抗寒性一般;春季起身拔节慢,分蘖力强,抽穗迟,成穗率一般;株高76cm,抗倒性好,株型半松散,叶片上冲,茎秆有腊质,穗下节间短;纺锤型穗,穗层整齐,成熟落黄好;长芒、白粒,籽粒半角质,较饱满。平均亩成穗数41.1万,穗粒数35.3粒,千粒重43.3g。",,"1、播期和播量:适播期10月5-15日,最佳播期10月10日左右;高肥力地亩播量6-9kg,中低肥力可适当增加播量。2、田间管理:施足底肥,一般亩施纯氮13kg、五氧化二磷7.5kg和氧化钾7.5kg;拔节始期,每亩追施尿素6-8kg,及时中耕和田间化学除草,同时进行病虫害防治;灌浆期进行二次以上叶面喷肥,防后期干热风、增加粒重。",
豫审麦20210014,小麦,2021,河南省,濮阳职业技术学院,否,豫麦49/百农64//濮职麦1号,半冬性品种，全生育期222.6～231.1天，平均熟期比对照品种百农207早熟0.7天。幼苗半直立，叶色浓绿，苗势壮，冬季抗寒性较好，分蘖力一般，成穗率高。春季起身拔节早，两极分化快，抽穗早，耐倒春寒能力一般。株高83.9～90.2厘米，株型紧凑，抗倒性较弱。旗叶小，穗下节长，熟相好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度一般。亩穗数40.4～42.5万，穗粒数33.3～36.0粒，千粒重43.9～44.7克。抗病鉴定：中感条锈病和白粉病，高感叶锈病、纹枯病和赤霉病。品质结果：2019年、2020年检测，蛋白质含量13.8%、13.6%，容重758克/升、794克/升，湿面筋含量30.0%、32.4%，吸水量59.8毫升/100克、64.3毫升/100克，稳定时间2.1分钟、2.3分钟，拉伸面积40平方厘米、32平方厘米，最大拉伸阻力170EU、138EU。,2018～2019年度河南省冬水组区试，14点汇总，增产点率85.7%，平均亩产595.1公斤，比对照品种百农207增产6.5%；2019～2020年度续试，15点汇总，增产点率66.7%，平均亩产508.8公斤，比对照品种百农207增产3.4%；2019～2020年度生产试验，16点汇总，增产点率87.5%，平均亩产559.8公斤，比对照品种百农207增产2.7%。,适宜播种期10月上中旬，每亩适宜基本苗16～23万。注意防治蚜虫、叶锈病、纹枯病、赤霉病、条锈病和白粉病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
